Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
PV070891.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV070892.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV070893.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV070894.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV070895.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV070896.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV070897.1,Influenza A virus,GenBank,GCA_047521585.1,SRR31885890,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070075,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-002-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PV070898.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV070899.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV070900.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV070901.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV070902.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV070903.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV070904.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV070905.1,Influenza A virus,GenBank,GCA_047521265.1,SRR31885889,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037410-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: WA,USA,WA,Leptailurus serval,oronasopharynx,2024,SAMN46070076,PRJNA1102327,"Influenza A virus (A/Serval/WA/24-037410-003-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PV072370.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV072371.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV072372.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV072373.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV072374.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV072375.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV072376.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV072377.1,Influenza A virus,GenBank,GCA_047523235.1,SRR31885768,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069843,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PV072378.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PV072379.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PV072380.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV072381.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PV072382.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PV072383.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PV072384.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H5N1,7,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PV072385.1,Influenza A virus,GenBank,GCA_047522605.1,SRR31885767,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-06,24-037945-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: OR,USA,OR,Gallus gallus,oronasopharynx,2024-12-10,SAMN46069844,PRJNA980729,"Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
